benchmark,suite,model,cell,method,preset,scope,seed,checkpoint,episodes,successes,success_rate,ci_low,ci_high,mean_subtasks,mean_progress
libero,libero_spatial,pi0,rtn-W2-llm,rtn,W2,llm,0,lerobot/pi0_libero_finetuned_v044,200,126,63.0,56.12,69.39,,
libero,libero_spatial,pi0,rtn-W2-ve,rtn,W2,ve,0,lerobot/pi0_libero_finetuned_v044,200,153,76.5,70.16,81.84,,
libero,libero_spatial,pi0,rtn-W3-ah,rtn,W3,ah,0,lerobot/pi0_libero_finetuned_v044,200,144,72.0,65.41,77.76,,
libero,libero_spatial,pi0,rtn-W3-e2e,rtn,W3,e2e,0,lerobot/pi0_libero_finetuned_v044,200,142,71.0,64.36,76.85,,
libero,libero_spatial,pi0,rtn-W3-llm,rtn,W3,llm,0,lerobot/pi0_libero_finetuned_v044,200,154,77.0,70.69,82.29,,
libero,libero_spatial,pi0,rtn-W3-ve,rtn,W3,ve,0,lerobot/pi0_libero_finetuned_v044,200,156,78.0,71.76,83.18,,
libero,libero_spatial,pi0,rtn-W4-ah,rtn,W4,ah,0,lerobot/pi0_libero_finetuned_v044,200,137,68.5,61.76,74.54,,
libero,libero_spatial,pi0,rtn-W4-e2e,rtn,W4,e2e,0,lerobot/pi0_libero_finetuned_v044,200,138,69.0,62.28,75.0,,
libero,libero_spatial,pi0,rtn-W4-llm,rtn,W4,llm,0,lerobot/pi0_libero_finetuned_v044,200,152,76.0,69.63,81.39,,
libero,libero_spatial,pi0,rtn-W4-ve,rtn,W4,ve,0,lerobot/pi0_libero_finetuned_v044,200,153,76.5,70.16,81.84,,
libero,libero_spatial,pi0,rtn-W4A4-ah,rtn,W4A4,ah,0,lerobot/pi0_libero_finetuned_v044,200,116,58.0,51.07,64.63,,
libero,libero_spatial,pi0,rtn-W4A4-e2e,rtn,W4A4,e2e,0,lerobot/pi0_libero_finetuned_v044,200,122,61.0,54.09,67.49,,
libero,libero_spatial,pi0,rtn-W4A4-llm,rtn,W4A4,llm,0,lerobot/pi0_libero_finetuned_v044,200,144,72.0,65.41,77.76,,
libero,libero_spatial,pi0,rtn-W4A4-ve,rtn,W4A4,ve,0,lerobot/pi0_libero_finetuned_v044,200,153,76.5,70.16,81.84,,
libero,libero_spatial,pi0,rtn-W4A6-ah,rtn,W4A6,ah,0,lerobot/pi0_libero_finetuned_v044,200,143,71.5,64.88,77.31,,
libero,libero_spatial,pi0,rtn-W4A6-llm,rtn,W4A6,llm,0,lerobot/pi0_libero_finetuned_v044,200,144,72.0,65.41,77.76,,
libero,libero_spatial,pi0,rtn-W4A6-ve,rtn,W4A6,ve,0,lerobot/pi0_libero_finetuned_v044,200,151,75.5,69.1,80.94,,
libero,libero_spatial,pi0,rtn-W4A8-ah,rtn,W4A8,ah,0,lerobot/pi0_libero_finetuned_v044,200,134,67.0,60.22,73.14,,
libero,libero_spatial,pi0,rtn-W4A8-e2e,rtn,W4A8,e2e,0,lerobot/pi0_libero_finetuned_v044,200,129,64.5,57.65,70.8,,
libero,libero_spatial,pi0,rtn-W4A8-llm,rtn,W4A8,llm,0,lerobot/pi0_libero_finetuned_v044,200,152,76.0,69.63,81.39,,
libero,libero_spatial,pi0,rtn-W4A8-ve,rtn,W4A8,ve,0,lerobot/pi0_libero_finetuned_v044,200,150,75.0,68.57,80.49,,
libero,libero_spatial,pi0,rtn-W8-e2e,rtn,W8,e2e,0,lerobot/pi0_libero_finetuned_v044,200,155,77.5,71.23,82.74,,
libero,libero_spatial,pi0,rtn-W8A8-e2e,rtn,W8A8,e2e,0,lerobot/pi0_libero_finetuned_v044,200,149,74.5,68.04,80.04,,
libero,libero_spatial,pi05,ablate-W4A4-ah-attn_adarms,rtn,W4A4,ah,0,lerobot/pi05_libero_finetuned_v044,200,3,1.5,0.51,4.32,,
libero,libero_spatial,pi05,ablate-W4A4-ah-attn_inputadarms,rtn,W4A4,ah,0,lerobot/pi05_libero_finetuned_v044,200,0,0.0,0.0,1.88,,
libero,libero_spatial,pi05,ablate-W4A4-ah-attn_postadarms,rtn,W4A4,ah,0,lerobot/pi05_libero_finetuned_v044,200,188,94.0,89.81,96.53,,
libero,libero_spatial,pi05,ablate-W4A4-ah-down_attn,rtn,W4A4,ah,0,lerobot/pi05_libero_finetuned_v044,200,160,80.0,73.91,84.95,,
libero,libero_spatial,pi05,ablate-W4A4-ah-down_attn_adarms,rtn,W4A4,ah,0,lerobot/pi05_libero_finetuned_v044,200,14,7.0,4.22,11.41,,
libero,libero_spatial,pi05,ablate-W4A4-ah-kproj_adarms,rtn,W4A4,ah,0,lerobot/pi05_libero_finetuned_v044,200,177,88.5,83.34,92.21,,
libero,libero_spatial,pi05,ablate-W4A4-ah-mlp_plus_adarms,rtn,W4A4,ah,0,lerobot/pi05_libero_finetuned_v044,200,177,88.5,83.34,92.21,,
libero,libero_spatial,pi05,ablate-W4A4-ah-no_action_out,rtn,W4A4,ah,0,lerobot/pi05_libero_finetuned_v044,200,144,72.0,65.41,77.76,,
libero,libero_spatial,pi05,ablate-W4A4-ah-noadarms,rtn,W4A4,ah,0,lerobot/pi05_libero_finetuned_v044,200,169,84.5,78.84,88.86,,
libero,libero_spatial,pi05,ablate-W4A4-ah-only_action_out,rtn,W4A4,ah,0,lerobot/pi05_libero_finetuned_v044,200,194,97.0,93.61,98.62,,
libero,libero_spatial,pi05,ablate-W4A4-ah-only_down,rtn,W4A4,ah,0,lerobot/pi05_libero_finetuned_v044,200,167,83.5,77.73,88.0,,
libero,libero_spatial,pi05,ablate-W4A4-ah-only_gate,rtn,W4A4,ah,0,lerobot/pi05_libero_finetuned_v044,200,198,99.0,96.43,99.73,,
libero,libero_spatial,pi05,ablate-W4A4-ah-only_up,rtn,W4A4,ah,0,lerobot/pi05_libero_finetuned_v044,200,197,98.5,95.68,99.49,,
libero,libero_spatial,pi05,ablate-W4A4-ah-onlyadarms,rtn,W4A4,ah,0,lerobot/pi05_libero_finetuned_v044,200,187,93.5,89.2,96.16,,
libero,libero_spatial,pi05,ablate-W4A4-ah-onlymlp,rtn,W4A4,ah,0,lerobot/pi05_libero_finetuned_v044,200,176,88.0,82.77,91.8,,
libero,libero_spatial,pi05,ablate-W4A4-ah-onlyself_attn,rtn,W4A4,ah,0,lerobot/pi05_libero_finetuned_v044,200,196,98.0,94.97,99.22,,
libero,libero_spatial,pi05,ablate-W4A4-ah-oproj_adarms,rtn,W4A4,ah,0,lerobot/pi05_libero_finetuned_v044,200,193,96.5,92.95,98.29,,
libero,libero_spatial,pi05,ablate-W4A4-ah-qproj_adarms,rtn,W4A4,ah,0,lerobot/pi05_libero_finetuned_v044,200,144,72.0,65.41,77.76,,
libero,libero_spatial,pi05,ablate-W4A4-ah-vproj_adarms,rtn,W4A4,ah,0,lerobot/pi05_libero_finetuned_v044,200,179,89.5,84.48,93.03,,
libero,libero_spatial,pi05,ablate-W4A6-ah-attn_adarms,rtn,W4A6,ah,0,lerobot/pi05_libero_finetuned_v044,200,196,98.0,94.97,99.22,,
libero,libero_spatial,pi05,ablate-W4A8-ah-attn_adarms,rtn,W4A8,ah,0,lerobot/pi05_libero_finetuned_v044,200,196,98.0,94.97,99.22,,
libero,libero_spatial,pi05,calib_ah-W4A4-ah,rtn,W4A4,ah,0,lerobot/pi05_libero_finetuned_v044,200,197,98.5,95.68,99.49,,
libero,libero_spatial,pi05,calib_ah-W4A4-e2e,rtn,W4A4,e2e,0,lerobot/pi05_libero_finetuned_v044,200,0,0.0,0.0,1.88,,
libero,libero_spatial,pi05,calib_all-W4A4-e2e,rtn,W4A4,e2e,0,lerobot/pi05_libero_finetuned_v044,200,0,0.0,0.0,1.88,,
libero,libero_spatial,pi05,calib_all-W4A6-e2e,rtn,W4A6,e2e,0,lerobot/pi05_libero_finetuned_v044,200,196,98.0,94.97,99.22,,
libero,libero_spatial,pi05,calib_all_a75-W4A4-e2e,rtn,W4A4,e2e,0,lerobot/pi05_libero_finetuned_v044,200,183,91.5,86.81,94.63,,
libero,libero_spatial,pi05,calib_llm-W4A4-e2e,rtn,W4A4,e2e,0,lerobot/pi05_libero_finetuned_v044,200,0,0.0,0.0,1.88,,
libero,libero_spatial,pi05,calib_llm-W4A4-llm,rtn,W4A4,llm,0,lerobot/pi05_libero_finetuned_v044,200,141,70.5,63.84,76.39,,
libero,libero_spatial,pi05,calib_set0_ah-W4A4-ah,rtn,W4A4,ah,0,lerobot/pi05_libero_finetuned_v044,200,194,97.0,93.61,98.62,,
libero,libero_spatial,pi05,calib_set0_all_a75-W4A4-e2e,rtn,W4A4,e2e,0,lerobot/pi05_libero_finetuned_v044,200,181,90.5,85.64,93.83,,
libero,libero_spatial,pi05,calib_set1_ah-W4A4-ah,rtn,W4A4,ah,0,lerobot/pi05_libero_finetuned_v044,200,194,97.0,93.61,98.62,,
libero,libero_spatial,pi05,calib_set1_all_a75-W4A4-e2e,rtn,W4A4,e2e,0,lerobot/pi05_libero_finetuned_v044,200,176,88.0,82.77,91.8,,
libero,libero_spatial,pi05,calib_set2_ah-W4A4-ah,rtn,W4A4,ah,0,lerobot/pi05_libero_finetuned_v044,200,194,97.0,93.61,98.62,,
libero,libero_spatial,pi05,calib_set2_all_a75-W4A4-e2e,rtn,W4A4,e2e,0,lerobot/pi05_libero_finetuned_v044,200,181,90.5,85.64,93.83,,
libero,libero_spatial,pi05,rtn-BASELINE-e2e,rtn,BASELINE,e2e,0,lerobot/pi05_libero_finetuned_v044,200,198,99.0,96.43,99.73,,
libero,libero_spatial,pi05,rtn-W2-ah,rtn,W2,ah,0,lerobot/pi05_libero_finetuned_v044,200,146,73.0,66.46,78.68,,
libero,libero_spatial,pi05,rtn-W2-e2e,rtn,W2,e2e,0,lerobot/pi05_libero_finetuned_v044,200,0,0.0,0.0,1.88,,
libero,libero_spatial,pi05,rtn-W2-llm,rtn,W2,llm,0,lerobot/pi05_libero_finetuned_v044,200,0,0.0,0.0,1.88,,
libero,libero_spatial,pi05,rtn-W2-ve,rtn,W2,ve,0,lerobot/pi05_libero_finetuned_v044,200,199,99.5,97.22,99.91,,
libero,libero_spatial,pi05,rtn-W3-ah,rtn,W3,ah,0,lerobot/pi05_libero_finetuned_v044,200,198,99.0,96.43,99.73,,
libero,libero_spatial,pi05,rtn-W3-e2e,rtn,W3,e2e,0,lerobot/pi05_libero_finetuned_v044,200,198,99.0,96.43,99.73,,
libero,libero_spatial,pi05,rtn-W3-llm,rtn,W3,llm,0,lerobot/pi05_libero_finetuned_v044,200,196,98.0,94.97,99.22,,
libero,libero_spatial,pi05,rtn-W3-ve,rtn,W3,ve,0,lerobot/pi05_libero_finetuned_v044,200,199,99.5,97.22,99.91,,
libero,libero_spatial,pi05,rtn-W3G0ASYM-e2e,rtn,W3G0ASYM,e2e,0,lerobot/pi05_libero_finetuned_v044,200,40,20.0,15.05,26.09,,
libero,libero_spatial,pi05,rtn-W3G0SYM-e2e,rtn,W3G0SYM,e2e,0,lerobot/pi05_libero_finetuned_v044,200,0,0.0,0.0,1.88,,
libero,libero_spatial,pi05,rtn-W3G128SYM-e2e,rtn,W3G128SYM,e2e,0,lerobot/pi05_libero_finetuned_v044,200,192,96.0,92.31,97.96,,
libero,libero_spatial,pi05,rtn-W3G64ASYM-e2e,rtn,W3G64ASYM,e2e,0,lerobot/pi05_libero_finetuned_v044,200,194,97.0,93.61,98.62,,
libero,libero_spatial,pi05,rtn-W3G64SYM-e2e,rtn,W3G64SYM,e2e,0,lerobot/pi05_libero_finetuned_v044,200,195,97.5,94.28,98.93,,
libero,libero_spatial,pi05,rtn-W4-ah,rtn,W4,ah,0,lerobot/pi05_libero_finetuned_v044,200,195,97.5,94.28,98.93,,
libero,libero_spatial,pi05,rtn-W4-e2e,rtn,W4,e2e,0,lerobot/pi05_libero_finetuned_v044,200,195,97.5,94.28,98.93,,
libero,libero_spatial,pi05,rtn-W4-llm,rtn,W4,llm,0,lerobot/pi05_libero_finetuned_v044,200,195,97.5,94.28,98.93,,
libero,libero_spatial,pi05,rtn-W4-ve,rtn,W4,ve,0,lerobot/pi05_libero_finetuned_v044,200,196,98.0,94.97,99.22,,
libero,libero_spatial,pi05,rtn-W4A4-ah,rtn,W4A4,ah,0,lerobot/pi05_libero_finetuned_v044,200,141,70.5,63.84,76.39,,
libero,libero_spatial,pi05,rtn-W4A4-e2e,rtn,W4A4,e2e,0,lerobot/pi05_libero_finetuned_v044,200,0,0.0,0.0,1.88,,
libero,libero_spatial,pi05,rtn-W4A4-llm,rtn,W4A4,llm,0,lerobot/pi05_libero_finetuned_v044,200,0,0.0,0.0,1.88,,
libero,libero_spatial,pi05,rtn-W4A4-ve,rtn,W4A4,ve,0,lerobot/pi05_libero_finetuned_v044,200,74,37.0,30.61,43.88,,
libero,libero_spatial,pi05,rtn-W4A5-ah,rtn,W4A5,ah,0,lerobot/pi05_libero_finetuned_v044,200,174,87.0,81.63,90.97,,
libero,libero_spatial,pi05,rtn-W4A5-llm,rtn,W4A5,llm,0,lerobot/pi05_libero_finetuned_v044,200,0,0.0,0.0,1.88,,
libero,libero_spatial,pi05,rtn-W4A6-ah,rtn,W4A6,ah,0,lerobot/pi05_libero_finetuned_v044,200,194,97.0,93.61,98.62,,
libero,libero_spatial,pi05,rtn-W4A6-e2e,rtn,W4A6,e2e,0,lerobot/pi05_libero_finetuned_v044,200,195,97.5,94.28,98.93,,
libero,libero_spatial,pi05,rtn-W4A6-llm,rtn,W4A6,llm,0,lerobot/pi05_libero_finetuned_v044,200,195,97.5,94.28,98.93,,
libero,libero_spatial,pi05,rtn-W4A6-ve,rtn,W4A6,ve,0,lerobot/pi05_libero_finetuned_v044,200,197,98.5,95.68,99.49,,
libero,libero_spatial,pi05,rtn-W4A8-ah,rtn,W4A8,ah,0,lerobot/pi05_libero_finetuned_v044,200,195,97.5,94.28,98.93,,
libero,libero_spatial,pi05,rtn-W4A8-e2e,rtn,W4A8,e2e,0,lerobot/pi05_libero_finetuned_v044,200,198,99.0,96.43,99.73,,
libero,libero_spatial,pi05,rtn-W4A8-llm,rtn,W4A8,llm,0,lerobot/pi05_libero_finetuned_v044,200,192,96.0,92.31,97.96,,
libero,libero_spatial,pi05,rtn-W4A8-ve,rtn,W4A8,ve,0,lerobot/pi05_libero_finetuned_v044,200,196,98.0,94.97,99.22,,
libero,libero_spatial,pi05,rtn-W4G0ASYM-e2e,rtn,W4G0ASYM,e2e,0,lerobot/pi05_libero_finetuned_v044,200,195,97.5,94.28,98.93,,
libero,libero_spatial,pi05,rtn-W4G0SYM-e2e,rtn,W4G0SYM,e2e,0,lerobot/pi05_libero_finetuned_v044,200,196,98.0,94.97,99.22,,
libero,libero_spatial,pi05,rtn-W4G128SYM-e2e,rtn,W4G128SYM,e2e,0,lerobot/pi05_libero_finetuned_v044,200,196,98.0,94.97,99.22,,
libero,libero_spatial,pi05,rtn-W4G64ASYM-e2e,rtn,W4G64ASYM,e2e,0,lerobot/pi05_libero_finetuned_v044,200,195,97.5,94.28,98.93,,
libero,libero_spatial,pi05,rtn-W4G64SYM-e2e,rtn,W4G64SYM,e2e,0,lerobot/pi05_libero_finetuned_v044,200,194,97.0,93.61,98.62,,
libero,libero_spatial,pi05,rtn-W8-e2e,rtn,W8,e2e,0,lerobot/pi05_libero_finetuned_v044,200,197,98.5,95.68,99.49,,
libero,libero_spatial,pi05,rtn-W8A8-e2e,rtn,W8A8,e2e,0,lerobot/pi05_libero_finetuned_v044,200,197,98.5,95.68,99.49,,
libero,libero_spatial,pi05,seed1-ablate-W4A4-ah-attn_adarms,rtn,W4A4,ah,1,lerobot/pi05_libero_finetuned_v044,200,8,4.0,2.04,7.69,,
libero,libero_spatial,pi05,seed1-ablate-W4A4-ah-no_action_out,rtn,W4A4,ah,1,lerobot/pi05_libero_finetuned_v044,200,146,73.0,66.46,78.68,,
libero,libero_spatial,pi05,seed1-ablate-W4A4-ah-only_down,rtn,W4A4,ah,1,lerobot/pi05_libero_finetuned_v044,200,172,86.0,80.51,90.13,,
libero,libero_spatial,pi05,seed1-ablate-W4A4-ah-onlyadarms,rtn,W4A4,ah,1,lerobot/pi05_libero_finetuned_v044,200,191,95.5,91.67,97.61,,
libero,libero_spatial,pi05,seed1-ablate-W4A4-ah-onlymlp,rtn,W4A4,ah,1,lerobot/pi05_libero_finetuned_v044,200,175,87.5,82.2,91.39,,
libero,libero_spatial,pi05,seed1-ablate-W4A4-ah-onlyself_attn,rtn,W4A4,ah,1,lerobot/pi05_libero_finetuned_v044,200,197,98.5,95.68,99.49,,
libero,libero_spatial,pi05,seed1-calib_ah-W4A4-ah,rtn,W4A4,ah,1,lerobot/pi05_libero_finetuned_v044,200,197,98.5,95.68,99.49,,
libero,libero_spatial,pi05,seed1-rtn-W4A4-ah,rtn,W4A4,ah,1,lerobot/pi05_libero_finetuned_v044,200,141,70.5,63.84,76.39,,
libero,libero_spatial,pi05,seed2-ablate-W4A4-ah-attn_adarms,rtn,W4A4,ah,2,lerobot/pi05_libero_finetuned_v044,200,5,2.5,1.07,5.72,,
libero,libero_spatial,pi05,seed2-rtn-W4A4-ah,rtn,W4A4,ah,2,lerobot/pi05_libero_finetuned_v044,200,137,68.5,61.76,74.54,,
libero,libero_spatial,pi05,steps1-ablate-W4A4-ah-only_action_out,rtn,W4A4,ah,0,lerobot/pi05_libero_finetuned_v044,200,196,98.0,94.97,99.22,,
libero,libero_spatial,pi05,steps1-rtn-BASELINE-e2e,rtn,BASELINE,e2e,0,lerobot/pi05_libero_finetuned_v044,200,197,98.5,95.68,99.49,,
libero,libero_spatial,pi05,steps2-ablate-W4A4-ah-only_action_out,rtn,W4A4,ah,0,lerobot/pi05_libero_finetuned_v044,200,198,99.0,96.43,99.73,,
libero,libero_spatial,pi05,steps2-rtn-BASELINE-e2e,rtn,BASELINE,e2e,0,lerobot/pi05_libero_finetuned_v044,200,194,97.0,93.61,98.62,,
libero,libero_spatial,xvla,ablate-W4A4-ah-attn_fc1,rtn,W4A4,ah,0,2toINF/X-VLA-Libero,190,0,0.0,0.0,1.98,,
libero,libero_spatial,xvla,ablate-W4A4-ah-attn_fc2,rtn,W4A4,ah,0,2toINF/X-VLA-Libero,190,0,0.0,0.0,1.98,,
libero,libero_spatial,xvla,ablate-W4A4-ah-only_attn,rtn,W4A4,ah,0,2toINF/X-VLA-Libero,190,25,13.16,9.07,18.7,,
libero,libero_spatial,xvla,ablate-W4A4-ah-only_fc1,rtn,W4A4,ah,0,2toINF/X-VLA-Libero,190,126,66.32,59.33,72.65,,
libero,libero_spatial,xvla,ablate-W4A4-ah-only_fc2,rtn,W4A4,ah,0,2toINF/X-VLA-Libero,191,180,94.24,89.98,96.75,,
libero,libero_spatial,xvla,ablate-W4A4-ah-only_proj,rtn,W4A4,ah,0,2toINF/X-VLA-Libero,190,183,96.32,92.59,98.2,,
libero,libero_spatial,xvla,ablate-W4A4-ah-only_qkv,rtn,W4A4,ah,0,2toINF/X-VLA-Libero,190,22,11.58,7.77,16.91,,
libero,libero_spatial,xvla,ablate-W4A4-ah-onlymlp,rtn,W4A4,ah,0,2toINF/X-VLA-Libero,190,46,24.21,18.67,30.77,,
libero,libero_spatial,xvla,rtn-BASELINE-e2e,rtn,BASELINE,e2e,0,2toINF/X-VLA-Libero,190,184,96.84,93.28,98.54,,
libero,libero_spatial,xvla,rtn-W2-ah,rtn,W2,ah,0,2toINF/X-VLA-Libero,190,177,93.16,88.65,95.96,,
libero,libero_spatial,xvla,rtn-W2-llm,rtn,W2,llm,0,2toINF/X-VLA-Libero,190,184,96.84,93.28,98.54,,
libero,libero_spatial,xvla,rtn-W2-ve,rtn,W2,ve,0,2toINF/X-VLA-Libero,193,186,96.37,92.7,98.23,,
libero,libero_spatial,xvla,rtn-W3-ah,rtn,W3,ah,0,2toINF/X-VLA-Libero,190,187,98.42,95.46,99.46,,
libero,libero_spatial,xvla,rtn-W3-e2e,rtn,W3,e2e,0,2toINF/X-VLA-Libero,190,184,96.84,93.28,98.54,,
libero,libero_spatial,xvla,rtn-W3-llm,rtn,W3,llm,0,2toINF/X-VLA-Libero,190,181,95.26,91.24,97.49,,
libero,libero_spatial,xvla,rtn-W3-ve,rtn,W3,ve,0,2toINF/X-VLA-Libero,190,184,96.84,93.28,98.54,,
libero,libero_spatial,xvla,rtn-W4-ah,rtn,W4,ah,0,2toINF/X-VLA-Libero,190,185,97.37,93.99,98.87,,
libero,libero_spatial,xvla,rtn-W4-e2e,rtn,W4,e2e,0,2toINF/X-VLA-Libero,190,182,95.79,91.91,97.85,,
libero,libero_spatial,xvla,rtn-W4-llm,rtn,W4,llm,0,2toINF/X-VLA-Libero,190,182,95.79,91.91,97.85,,
libero,libero_spatial,xvla,rtn-W4-ve,rtn,W4,ve,0,2toINF/X-VLA-Libero,190,185,97.37,93.99,98.87,,
libero,libero_spatial,xvla,rtn-W4A4-ah,rtn,W4A4,ah,0,2toINF/X-VLA-Libero,190,0,0.0,0.0,1.98,,
libero,libero_spatial,xvla,rtn-W4A4-e2e,rtn,W4A4,e2e,0,2toINF/X-VLA-Libero,190,0,0.0,0.0,1.98,,
libero,libero_spatial,xvla,rtn-W4A4-llm,rtn,W4A4,llm,0,2toINF/X-VLA-Libero,190,183,96.32,92.59,98.2,,
libero,libero_spatial,xvla,rtn-W4A4-ve,rtn,W4A4,ve,0,2toINF/X-VLA-Libero,190,129,67.89,60.96,74.12,,
libero,libero_spatial,xvla,rtn-W4A5-ah,rtn,W4A5,ah,0,2toINF/X-VLA-Libero,190,70,36.84,30.31,43.9,,
libero,libero_spatial,xvla,rtn-W4A6-ah,rtn,W4A6,ah,0,2toINF/X-VLA-Libero,190,173,91.05,86.14,94.34,,
libero,libero_spatial,xvla,rtn-W4A6-llm,rtn,W4A6,llm,0,2toINF/X-VLA-Libero,190,186,97.89,94.71,99.18,,
libero,libero_spatial,xvla,rtn-W4A6-ve,rtn,W4A6,ve,0,2toINF/X-VLA-Libero,190,186,97.89,94.71,99.18,,
libero,libero_spatial,xvla,rtn-W4A8-ah,rtn,W4A8,ah,0,2toINF/X-VLA-Libero,190,184,96.84,93.28,98.54,,
libero,libero_spatial,xvla,rtn-W4A8-e2e,rtn,W4A8,e2e,0,2toINF/X-VLA-Libero,190,183,96.32,92.59,98.2,,
libero,libero_spatial,xvla,rtn-W4A8-llm,rtn,W4A8,llm,0,2toINF/X-VLA-Libero,190,183,96.32,92.59,98.2,,
libero,libero_spatial,xvla,rtn-W4A8-ve,rtn,W4A8,ve,0,2toINF/X-VLA-Libero,190,185,97.37,93.99,98.87,,
libero,libero_spatial,xvla,rtn-W8-e2e,rtn,W8,e2e,0,2toINF/X-VLA-Libero,190,185,97.37,93.99,98.87,,
libero,libero_spatial,xvla,rtn-W8A8-e2e,rtn,W8A8,e2e,0,2toINF/X-VLA-Libero,190,183,96.32,92.59,98.2,,
libero,libero_spatial,xvla,seed1-ablate-W4A4-ah-only_attn,rtn,W4A4,ah,1,2toINF/X-VLA-Libero,190,26,13.68,9.51,19.3,,
libero,libero_spatial,xvla,seed1-ablate-W4A4-ah-only_fc1,rtn,W4A4,ah,1,2toINF/X-VLA-Libero,190,127,66.84,59.87,73.14,,
libero,libero_spatial,xvla,seed1-ablate-W4A4-ah-only_qkv,rtn,W4A4,ah,1,2toINF/X-VLA-Libero,190,28,14.74,10.4,20.47,,
simpler,google_robot_va,xvla,rtn-BASELINE-e2e,rtn,BASELINE,e2e,0,2toINF/X-VLA-Google-Robot,1593,1181,74.14,71.93,76.23,,
simpler,google_robot_va,xvla,rtn-W3-e2e,rtn,W3,e2e,0,2toINF/X-VLA-Google-Robot,1600,1153,72.06,69.81,74.21,,
simpler,google_robot_va,xvla,rtn-W4-e2e,rtn,W4,e2e,0,2toINF/X-VLA-Google-Robot,1661,1197,72.07,69.86,74.17,,
simpler,google_robot_va,xvla,rtn-W4A4-e2e,rtn,W4A4,e2e,0,2toINF/X-VLA-Google-Robot,1473,16,1.09,0.67,1.76,,
simpler,google_robot_va,xvla,rtn-W4A8-e2e,rtn,W4A8,e2e,0,2toINF/X-VLA-Google-Robot,1560,1157,74.17,71.94,76.28,,
simpler,google_robot_va,xvla,rtn-W8-e2e,rtn,W8,e2e,0,2toINF/X-VLA-Google-Robot,1656,1214,73.31,71.13,75.38,,
simpler,google_robot_va,xvla,rtn-W8A8-e2e,rtn,W8A8,e2e,0,2toINF/X-VLA-Google-Robot,1551,1159,74.73,72.5,76.83,,
simpler,google_robot_vm,xvla,rtn-BASELINE-e2e,rtn,BASELINE,e2e,0,2toINF/X-VLA-Google-Robot,864,648,75.0,72.01,77.77,,
simpler,google_robot_vm,xvla,rtn-W3-e2e,rtn,W3,e2e,0,2toINF/X-VLA-Google-Robot,864,619,71.64,68.55,74.55,,
simpler,google_robot_vm,xvla,rtn-W4-e2e,rtn,W4,e2e,0,2toINF/X-VLA-Google-Robot,864,633,73.26,70.21,76.11,,
simpler,google_robot_vm,xvla,rtn-W4A4-ah,rtn,W4A4,ah,0,2toINF/X-VLA-Google-Robot,864,84,9.72,7.92,11.88,,
simpler,google_robot_vm,xvla,rtn-W4A4-e2e,rtn,W4A4,e2e,0,2toINF/X-VLA-Google-Robot,864,34,3.94,2.83,5.45,,
simpler,google_robot_vm,xvla,rtn-W4A4-llm,rtn,W4A4,llm,0,2toINF/X-VLA-Google-Robot,864,578,66.9,63.69,69.96,,
simpler,google_robot_vm,xvla,rtn-W4A4-ve,rtn,W4A4,ve,0,2toINF/X-VLA-Google-Robot,864,138,15.97,13.68,18.56,,
simpler,google_robot_vm,xvla,rtn-W4A6-e2e,rtn,W4A6,e2e,0,2toINF/X-VLA-Google-Robot,864,560,64.81,61.57,67.93,,
simpler,google_robot_vm,xvla,rtn-W4A8-e2e,rtn,W4A8,e2e,0,2toINF/X-VLA-Google-Robot,864,653,75.58,72.6,78.33,,
simpler,google_robot_vm,xvla,rtn-W8-e2e,rtn,W8,e2e,0,2toINF/X-VLA-Google-Robot,864,652,75.46,72.49,78.22,,
simpler,google_robot_vm,xvla,rtn-W8A8-e2e,rtn,W8A8,e2e,0,2toINF/X-VLA-Google-Robot,864,646,74.77,71.77,77.55,,
vlabench,track_1_in_distribution,xvla,rtn-BASELINE-e2e,rtn,BASELINE,e2e,0,2toINF/X-VLA-VLABench,435,64,14.71,11.69,18.35,,43.52
vlabench,track_1_in_distribution,xvla,rtn-W3-e2e,rtn,W3,e2e,0,2toINF/X-VLA-VLABench,180,26,14.44,10.05,20.32,,43.24
vlabench,track_1_in_distribution,xvla,rtn-W4-e2e,rtn,W4,e2e,0,2toINF/X-VLA-VLABench,445,61,13.71,10.82,17.22,,42.36
vlabench,track_1_in_distribution,xvla,rtn-W4A4-e2e,rtn,W4A4,e2e,0,2toINF/X-VLA-VLABench,106,0,0.0,-0.0,3.5,,0.0
vlabench,track_1_in_distribution,xvla,rtn-W4A8-e2e,rtn,W4A8,e2e,0,2toINF/X-VLA-VLABench,240,32,13.33,9.61,18.22,,42.85
vlabench,track_1_in_distribution,xvla,rtn-W8-e2e,rtn,W8,e2e,0,2toINF/X-VLA-VLABench,450,57,12.67,9.91,16.06,,42.7
vlabench,track_1_in_distribution,xvla,rtn-W8A8-e2e,rtn,W8A8,e2e,0,2toINF/X-VLA-VLABench,180,22,12.22,8.21,17.81,,40.46
vlabench,track_2_cross_category,xvla,rtn-BASELINE-e2e,rtn,BASELINE,e2e,0,2toINF/X-VLA-VLABench,422,21,4.98,3.28,7.49,,16.09
vlabench,track_2_cross_category,xvla,rtn-W3-e2e,rtn,W3,e2e,0,2toINF/X-VLA-VLABench,190,8,4.21,2.15,8.09,,18.42
vlabench,track_2_cross_category,xvla,rtn-W4-e2e,rtn,W4,e2e,0,2toINF/X-VLA-VLABench,448,20,4.46,2.91,6.79,,17.64
